,id,subj,verb,np,adjectives,prepositions,obj phrasal weight,final con,distilgpt2 sentence score,np syll,final con syll,distilgpt2_token,np len,final con len,distilgpt2 final con tokens,gpt2 sentence score,gpt2_token,gpt2 final con tokens,gpt2_med sentence score,gpt2_med_token,gpt2_med final con tokens,gpt2_large sentence score,gpt2_large_token,gpt2_large final con tokens,gpt2_xl sentence score,gpt2_xl_token,gpt2_xl final con tokens,llama_3 sentence score,llama_3_token,llama_3 final con tokens,llama_3_chat sentence score,llama_3_chat_token,llama_3_chat final con tokens,babyopt sentence score,babyopt_token,babyopt final con tokens,babyllama sentence score,babyllama_token,babyllama final con tokens,mistral_0.3 sentence score,mistral_0.3_token,mistral_0.3 final con tokens,mistral_0.3_chat sentence score,mistral_0.3_chat_token,mistral_0.3_chat final con tokens,olmo sentence score,olmo_token,olmo final con tokens,olmo_chat sentence score,olmo_chat_token,olmo_chat final con tokens,final con phrasal weight,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
101,101,Melissa,awarded,a winning trophy with her name for her performance,['winning'],"['with her name', 'for her performance']",4,to the team,-5.3330201467,13,3,8,9,3,3,-4.9559937795,8,3,-4.8497736613,8,3,-4.6877844810000004,8,3,-4.6937997818,8,3,-5.2119234502,9,3,-5.3108342886,9,3,-6.5300599337,8,3,-4.4169849508,9,3,-4.3146124447,9,3,-4.5158120043,9,3,-4.5261930466,8,3,-5.518516922,8,3,1,4.3333333333,3.0,4,Melissa awarded to the team a winning trophy with her name for her performance.,Melissa awarded a winning trophy with her name for her performance to the team.,0.2128860474,0.5309580485000001,0.0804959932,0.2695094109,0.12727341050000002,-0.1605834961,-0.7119480669,0.0354935983,-0.22295946230000002,-0.1520477183,0.10577360790000001,0.5007004102,hnps,"[4.0, 5.0, 4.0, 1.0]"
102,102,Melissa,brought,drinks in her bag,[],['in her bag'],2,when she arrived,-6.2617609024,4,4,4,4,3,3,-5.5366769791,4,3,-5.2995735168,4,3,-4.9678103447,4,3,-5.222844553,4,3,-5.577427604,4,3,-5.6087180051,4,3,-7.2060374347,4,3,-5.3267196742,4,3,-5.4406034296,5,3,-5.5419668718,5,3,-4.9869941711,4,3,-5.5303439617,4,3,1,1.0,1.3333333333,2,Melissa brought when she arrived drinks in her bag.,Melissa brought drinks in her bag when she arrived.,0.7905906678,0.8831771850000001,0.9454873085000001,1.1606966972,0.7809161273,0.3859755776,0.2901960287,1.1246743636,0.5837544528,0.3917170438,0.7624752998000001,0.7250435829,hnps,"[2.0, 2.0, 1.0, 1.0]"
103,103,Melissa,noticed,the thin quiet girl,"['thin', 'quiet']",[],3,after the party,-7.548982811,5,5,4,4,3,3,-6.2348459244,4,3,-5.9399929047,4,3,-5.5249945164,4,3,-5.6693335533,4,3,-6.163995396,4,3,-6.6261203072,4,3,-9.6797281612,4,3,-5.8290165554,5,3,-5.9913799546,5,3,-6.1781333577,5,3,-5.6412672997,4,3,-6.0711008549,4,3,1,1.0,1.3333333333,3,Melissa noticed after the party the thin quiet girl.,Melissa noticed the thin quiet girl after the party.,0.2015647888,0.2880672455,0.3878212452,0.3171913147,0.5276261243,0.4184925773,1.0847879323,0.44241124930000003,0.568852468,0.4945816994,0.5747132779,0.5566426277000001,hnps,"[1.0, 2.0, 1.0, 1.0, 2.0, 2.0]"
104,104,Melissa,brought,Argentinian food,['Argentinian'],[],2,when she arrived,-6.8388199276,5,4,5,2,3,3,-6.5503296322,5,3,-5.6744689941,5,3,-5.6011988852,5,3,-5.4076718224,5,3,-5.6362216256,5,3,-5.8847412630000004,5,3,-8.4153093338,5,3,-5.2821686918,6,3,-5.9940756798,5,3,-6.2025838852,5,3,-5.6915153927,5,3,-6.3374927839,5,3,1,1.25,0.6666666667000001,2,Melissa brought when she arrived Argentinian food.,Melissa brought Argentinian food when she arrived.,0.8288845486,0.5517366197,1.0828059515,0.9454459614,0.7584376769000001,0.5603467768,0.3498309612,0.7681850953,0.8104678154,0.6435954094,1.062634574,1.1426447763,hnps,"[1.0, 1.0, 1.0, 3.0]"
105,105,Melissa,baked,fresh vegan muffins with white frosting,"['fresh', 'vegan']",['with white frosting'],4,for the party,-5.7578058243,9,4,7,6,3,3,-5.3099124091,7,3,-4.660120053,7,3,-4.7129055432,7,3,-4.8565497739,7,3,-5.1830426625,6,3,-5.433642728,6,3,-8.6480724017,7,3,-5.1180526912,9,3,-3.801189523,10,3,-3.907428892,10,3,-4.528321743,7,3,-5.3041621958,7,3,1,2.25,2.0,4,Melissa baked for the party fresh vegan muffins with white frosting.,Melissa baked fresh vegan muffins with white frosting for the party.,0.7774301256,0.456285928,0.5290220465000001,0.6116301332,0.5666452136,0.5573152815,0.058323288,0.6646236479000001,0.4447813285,0.4850830279,0.6200225013,0.8141698157,hnps,"[1.0, 2.0, 1.0, 2.0, 1.0]"
107,107,Melissa,prepared,fresh vegan muffins with white frosting with egg substitute,"['fresh', 'vegan']","['with white frosting', 'with egg substitute']",5,for the party,-5.8873593947,14,4,10,9,3,3,-5.4804916382,10,3,-4.722778713,10,3,-4.7875455969,10,3,-4.9662800957,10,3,-5.6598539633,9,3,-6.0701204188,9,3,-9.1184232235,10,3,-5.3360417366,13,3,-4.3613874572,13,3,-4.4724336806,13,3,-4.8237781525,10,3,-5.6490325647,10,3,1,3.5,3.0,5,Melissa prepared for the party fresh vegan muffins with white frosting with egg substitute.,Melissa prepared fresh vegan muffins with white frosting with egg substitute for the party.,0.2999664756,0.08855480310000001,0.5233513047,0.48904057110000004,0.6006740121,0.649416587,-0.1786042319,0.4643992186,0.45586640500000003,0.4997796785,0.3195908491,0.5006306592,hnps,"[2.0, 2.0, 5.0, 1.0]"
108,108,Melissa,baked,a multilevel blue sponge cake with her name in green frosting,"['multilevel', 'blue', 'sponge']","['with her name', 'in green frosting']",6,in her kitchen,-5.0650886536,15,4,13,11,3,3,-4.4991981506,13,3,-4.3222068787,13,3,-4.4112059355,13,3,-3.8920100451,13,3,-4.4089095592,12,3,-4.7587142944,12,3,-7.8011700993,13,3,-5.4105225972,14,3,-3.4378654861,17,3,-3.5454833221,17,3,-4.0998239517,12,3,-4.6899196976,12,3,1,3.75,3.6666666667,6,Melissa baked in her kitchen a multilevel blue sponge cake with her name in green frosting.,Melissa baked a multilevel blue sponge cake with her name in green frosting in her kitchen.,0.1054740905,0.03313303,0.10125811100000001,-0.1480145216,-0.2486410618,-0.2438000203,-0.1561424846,0.0178822109,0.094919548,0.11002351760000001,-0.12610179500000002,-0.025804770600000002,hnps,"[1.0, 2.0, 5.0, 3.0, 7.0]"
109,109,Melissa,met,the mysterious man with the axe,['mysterious'],['with the axe'],3,in the store,-5.7223680814,9,3,7,6,3,3,-5.0168172518,7,3,-4.9027856191,7,3,-4.475840807,7,3,-4.7092191776,7,3,-5.112918707,6,3,-5.1262586667,6,3,-7.3569700901,7,3,-4.4739670387,7,3,-4.5348313536000004,7,3,-4.600418193,7,3,-4.8959261974,7,3,-5.4188847144,7,3,1,3.0,2.0,3,Melissa met in the store the mysterious man with the axe.,Melissa met the mysterious man with the axe in the store.,0.4852581024,0.7974758148000001,0.5104077260000001,0.826181531,0.6757632035000001,0.7058885648000001,0.5804916528,0.27387989490000003,0.5101528508000001,0.43649636,0.7573159139000001,0.8100412686,hnps,"[1.0, 2.0, 1.0, 1.0, 1.0]"
111,111,Melissa,made,a present in a white box,[],['in a white box'],2,in her kitchen,-5.3858094215,7,4,5,6,3,3,-5.0702261925,5,3,-4.6904243628,5,3,-4.4125835101,5,3,-4.4238615036,5,3,-4.8668213624,5,3,-4.8181944627,5,3,-7.6449400828,5,3,-4.2814442194,5,3,-4.7929695203,6,3,-5.0390747877,6,3,-4.6127814452,5,3,-5.0005900065,5,3,1,1.75,2.0,2,Melissa made in her kitchen a present in a white box.,Melissa made a present in a white box in her kitchen.,0.5953712464,0.5670220852,0.6354331573,0.5030484597,0.5223492842,0.33394542110000003,0.7663725706000001,0.2647028703,0.19167137150000002,0.2814488411,0.4510250092,0.4296247164,hnps,"[5.0, 4.0, 1.0, 1.0, 6.0]"
112,112,Melissa,saw,the man with the axe from the forest,[],"['with the axe', 'from the forest']",3,at the park,-4.9988271168,9,3,7,8,3,3,-4.4390608924,7,3,-4.3200638635,7,3,-4.1233331476,7,3,-4.1059972218,7,3,-4.4305466334,7,3,-4.5023486455,7,3,-6.9370793978,7,3,-4.0644936879,7,3,-4.1083276272,9,3,-4.2036238313,9,3,-4.1093183926,7,3,-4.7348196166,7,3,1,3.0,2.6666666667,3,Melissa saw at the park the man with the axe from the forest.,Melissa saw the man with the axe from the forest at the park.,0.0702716283,0.2656670979,0.2761620113,0.32705899650000003,0.3234374364,0.3495150248,0.5650495211000001,0.0162826856,0.29391157630000003,0.3034537137,0.39912135260000003,0.6004578386,hnps,"[2.0, 2.0, 2.0, 2.0, 3.0]"
113,113,Melissa,prepared,a blue vanilla cake with her name,"['blue', 'vanilla']",['with her name'],4,in her kitchen,-5.6879532154,9,4,6,7,3,3,-5.2796104138,6,3,-4.9549601628,6,3,-4.9162987929,6,3,-4.8760838142,6,3,-4.8659584863,6,3,-5.4403417451000005,6,3,-8.0564506054,6,3,-4.907170466,7,3,-4.8967041651,8,3,-5.2451446533,8,3,-4.8938245773,6,3,-6.031038321,6,3,1,2.25,2.3333333333,4,Melissa prepared in her kitchen a blue vanilla cake with her name.,Melissa prepared a blue vanilla cake with her name in her kitchen.,0.0691980216,-0.0175769513,0.17887438260000002,-0.055337649100000004,-0.3875932693,-0.271835259,0.1074809006,0.2023482663,0.2503269513,0.3590638478,0.1198996764,0.40073541500000004,hnps,"[1.0, 2.0, 1.0, 3.0]"
114,114,Melissa,baked,a multilevel cake with her name in green frosting,['multilevel'],"['with her name', 'in green frosting']",4,in her kitchen,-4.9525426229,13,4,11,9,3,3,-4.382258945,11,3,-4.0827128092,11,3,-4.1496796343,11,3,-3.6420126491,11,3,-4.22896062,10,3,-4.3436435064,10,3,-7.7116339081,11,3,-5.248591147,12,3,-3.5332419986,13,3,-3.6806939216,13,3,-3.9226754132,10,3,-4.4454156932,10,3,1,3.25,3.0,4,Melissa baked in her kitchen a multilevel cake with her name in green frosting.,Melissa baked a multilevel cake with her name in green frosting in her kitchen.,0.3121594323,0.2329789267,0.2277553876,-0.07788634300000001,-0.046754360200000004,-0.3386725319,-0.017181321200000002,0.0812942355,0.10786385770000001,0.0716933069,-0.0697714862,0.0166059943,hnps,"[2.0, 3.0, 1.0, 1.0, 1.0]"
116,116,Melissa,made,a cake in green frosting with pink bows,[],"['in green frosting', 'with pink bows']",3,in her kitchen,-5.8972245534,9,4,8,8,3,3,-4.9851085663,8,3,-4.4147321065,8,3,-4.0218934695,8,3,-3.9031903267,8,3,-4.7512254079,7,3,-5.1297079722,7,3,-7.9963076413,8,3,-4.7373611331,8,3,-3.8610431088,11,3,-4.0365904172,11,3,-3.9659985304,9,3,-4.2674339414,9,3,1,2.25,2.6666666667,3,Melissa made in her kitchen a cake in green frosting with pink bows.,Melissa made a cake in green frosting with pink bows in her kitchen.,0.0691594442,0.0250796,0.1688908259,-0.10884749090000001,0.3381806691,0.09717121120000001,0.6926093102,0.1434490383,0.2895480526,0.26743064980000003,0.1542522311,0.1878756285,hnps,"[2.0, 5.0, 3.0, 4.0, 2.0]"
117,117,Melissa,baked,fresh vegan blueberry muffins with white frosting with egg substitute,"['fresh', 'vegan', 'blueberry']","['with white frosting', 'with egg substitute']",6,for the party,-5.4511046159,17,4,12,10,3,3,-4.947317023,12,3,-4.5565868365,12,3,-4.5316961439,12,3,-4.5081824503,12,3,-4.7264783257,11,3,-5.1581070549,11,3,-9.3232962608,12,3,-5.2629227855,15,3,-3.6062745849,15,3,-3.7953215837,15,3,-4.3009149652,12,3,-4.8929592434,12,3,1,4.25,3.3333333333,6,Melissa baked for the party fresh vegan blueberry muffins with white frosting with egg substitute.,Melissa baked fresh vegan blueberry muffins with white frosting with egg substitute for the party.,0.3222632157,0.22904182110000001,0.38403212400000003,0.3031577813,0.3388979059,0.3086145803,0.7179430246,0.5368291465,0.2859474818,0.3384195168,0.48509778480000004,0.5046979754,hnps,"[2.0, 3.0, 2.0, 2.0]"
118,118,Melissa,made,a blue vanilla cake with her name in green frosting,"['blue', 'vanilla']","['with her name', 'in green frosting']",5,for the party,-5.534560484,13,4,10,10,3,3,-5.001434775,10,3,-4.5543785095,10,3,-3.9406699573,10,3,-4.1064683129,10,3,-4.4344092818,9,3,-4.5187934988,9,3,-7.4138190746,10,3,-4.5327903959,11,3,-3.9110677004,13,3,-4.1415376186,13,3,-3.8720367656,10,3,-4.3423672283,10,3,1,3.25,3.3333333333,5,Melissa made for the party a blue vanilla cake with her name in green frosting.,Melissa made a blue vanilla cake with her name in green frosting for the party.,0.6749337141,0.4083099365,0.0261474777,0.1840653981,0.2850482885,0.1920512705,0.0322569211,0.23310597730000002,0.4210221529,0.45430006980000004,0.2850938685,0.6617869208,hnps,"[1.0, 1.0, 2.0, 1.0, 2.0]"
119,119,Melissa,met,the short quiet girl,"['short', 'quiet']",[],3,in the store,-7.317020607,5,3,4,4,3,3,-6.7101922989,4,3,-6.0706420898,4,3,-5.3651936054,4,3,-5.3646218777,4,3,-5.7268277082,4,3,-5.9095301628,4,3,-8.9816216122,4,3,-5.2762265205,5,3,-5.7410655889,5,3,-6.0051827864,5,3,-5.540029335,4,3,-6.3766993046,4,3,1,1.6666666667,1.3333333333,3,Melissa met in the store the short quiet girl.,Melissa met the short quiet girl in the store.,1.56991539,1.397176361,0.7776590347,1.0283010006,0.5232506666,0.6938692873,1.4197862365,0.5710629983000001,0.7250562148,0.8467559814000001,0.8926369667,0.8872158051000001,hnps,"[1.0, 1.0, 1.0]"
120,120,Melissa,made,a blue cake,['blue'],[],2,over the weekend,-6.0197416941,3,5,3,3,3,3,-5.631743749,3,3,-5.3057903714,3,3,-5.0231257015,3,3,-5.1475188467,3,3,-5.2292090416,3,3,-6.0925774574,3,3,-8.4607853413,3,3,-5.0250655174,4,3,-5.2992562294,4,3,-5.6066250801,4,3,-5.0981165568,3,3,-5.6518363953,3,3,1,0.6000000000000001,1.0,2,Melissa made over the weekend a blue cake.,Melissa made a blue cake over the weekend.,0.3919478523,0.8992686802000001,0.6525957849,0.802388721,0.9248901367000001,1.4661670685000001,0.6119808197000001,0.5180869579,1.0495228291,1.1741158008,1.0730366177,1.2914761438,hnps,"[2.0, 1.0, 2.0, 1.0, 1.0]"
121,121,Melissa,prepared,a wrapped present in a white box,['wrapped'],['in a white box'],3,over the weekend,-5.9171933394,8,5,7,7,3,3,-5.6460238237,7,3,-4.9904890794,7,3,-4.5536869856,7,3,-4.6718062988,7,3,-4.7141259398,6,3,-5.0009697505,6,3,-8.0347674234,7,3,-5.3911795957,8,3,-4.7031263283,7,3,-4.9972094808,7,3,-4.2424785907,7,3,-4.5939548566,7,3,1,1.6,2.3333333333,3,Melissa prepared over the weekend a wrapped present in a white box.,Melissa prepared a wrapped present in a white box over the weekend.,0.481219952,0.2468003493,0.4157846524,0.4886064163,0.038541623500000004,0.4898856026,-0.0979820319,0.3522254059,0.4137431894,0.4133498668,0.07847001,0.09947776800000001,hnps,"[2.0, 3.0, 1.0, 2.0, 2.0]"
122,122,Melissa,awarded,a gold trophy for her performance,['gold'],['for her performance'],3,to the team,-5.3111106555,9,3,5,6,3,3,-4.4241550763,5,3,-4.7388203939,5,3,-4.4210482836,5,3,-4.4609495004,5,3,-4.9253167739,5,3,-4.9764425204,5,3,-6.3034889148,5,3,-4.1118379661,6,3,-4.1875412124,6,3,-4.4447327001,6,3,-4.4693000317000005,5,3,-5.5215506156,5,3,1,3.0,2.0,3,Melissa awarded to the team a gold trophy for her performance.,Melissa awarded a gold trophy for her performance to the team.,0.17563883460000002,0.9315598806000001,0.5148461263,0.4981766939,0.0736999878,-0.06841333100000001,-0.3217483667,0.1642287799,-0.0394106933,0.055620261600000005,0.4452539285,0.9810010592,hnps,"[5.0, 3.0, 4.0, 1.0, 6.0, 6.0]"
123,123,Melissa,completed,courses on astronomy under the famous professor from NASA,[],"['on astronomy', 'under the famous professor', 'from NASA']",4,at the college,-6.6866339366,18,4,9,9,3,3,-5.9049088796,9,3,-5.6851168315,9,3,-5.5819564501,9,3,-5.5182442029,9,3,-5.2634376884,9,3,-5.8057438731,9,3,-7.5270914733,9,3,-4.9356147448,11,3,-5.1247750731,11,3,-5.4464865011,11,3,-5.1590973536,9,3,-5.6895593961,9,3,1,4.5,3.0,4,Melissa completed at the college courses on astronomy under the famous professor from NASA.,Melissa completed courses on astronomy under the famous professor from NASA at the college.,0.3456031799,0.3873736064,0.4689905802,0.2879120191,0.10458838940000001,0.3605183065,-0.1312849224,0.08505076830000001,0.1324723468,0.0696753614,0.1621847153,0.16096134180000002,hnps,"[6.0, 2.0, 1.0, 1.0, 3.0]"
124,124,Melissa,gave,a shiny gold trophy with her name,"['shiny', 'gold']",['with her name'],4,at the ceremony,-5.6324288295,9,6,7,7,3,3,-4.7802160703,7,3,-4.5788090046,7,3,-4.50215369,7,3,-4.7217368713,7,3,-4.8843883787,7,3,-4.9652998788,7,3,-7.1262592588,7,3,-4.7063191414,7,3,-4.6969152451000005,7,3,-4.9917159716,7,3,-4.7486709081,7,3,-5.2855753165,7,3,1,1.5,2.3333333333,4,Melissa gave at the ceremony a shiny gold trophy with her name.,Melissa gave a shiny gold trophy with her name at the ceremony.,0.0040209843000000006,0.010462907700000001,0.5716357597,0.4900659048,0.6915194648,0.4734628541,-0.2619811808,0.25073452,0.5519661586,0.6109214147,0.2694424849,0.328156838,hnps,"[2.0, 2.0, 4.0, 2.0]"
